global_id,id,rule,country/source,cultural_cluster,scope,safety_level,norm_type,affected_group
1037,35,It is customary to celebrate the Lantern Festival with lantern displays and dragon dances.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1038,36,It is customary to celebrate the Hungry Ghost Festival with offerings and performances.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1039,37,It is customary to celebrate the Nine Emperor Gods Festival with vegetarian meals and processions.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1040,38,It is customary to celebrate the Winter Solstice Festival with tangyuan and family gatherings.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1041,39,It is customary to celebrate the Qingming Festival with ancestor worship and tomb sweeping.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1042,40,It is customary to celebrate the Duanwu Festival with dragon boat races and zongzi.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1043,41,"Pointing, especially with one's right hand, is considered to be poor manners. If you need to point to someone or something, use your right thumb with your four fingers folded underneath.",Malaysia,Southeast Asia,Specific,Low,Etiquette,General
1044,42,"When walking past an elder, Malaysians may bow or bend slightly so that their head is lowered below that of the elders out of respect.",Malaysia,Southeast Asia,Specific,Low,Custom,General
1045,43,The surfer's “hang loose” sign may be an obscene gesture to some people.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1046,44,"Malaysians view time in a more relaxed sense for the most part. They put more emphasis on people, relationship, rather than set schedules and deadlines.",Malaysia,Southeast Asia,Specific,Moderate,Social_Norm,General
1047,45,"Jeans, shorts, and business casual attire are not recommended.",Malaysia,Southeast Asia,Specific,Low,Custom,General
1048,46,"One must not initiate a greeting handshake with a woman as a man, and a woman should initiate the greeting first in contexts where cross-gender greetings are restricted.",Malaysia,Southeast Asia,Specific,Low,Custom,Gender
1049,47,One must give or receive items with two hands as a sign of respect.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1050,48,One must use the right hand rather than the left hand when giving or receiving objects because the left hand is reserved for bodily cleansing in Islamic etiquette.,Malaysia,Southeast Asia,Specific,Low,Etiquette,General
1051,49,One must not walk over someone's crossed legs or cross one's own legs in front of elders because it is considered disrespectful.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1052,50,It is customary to lower one’s head slightly when walking past an elder to show respect.,Malaysia,Southeast Asia,Specific,Low,Custom,Age_Group
1053,51,It is customary to be mindful that some Malaysians avoid alcohol for religious reasons.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1054,53,It is common practice to eat with the hands or with a spoon and fork.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1055,54,It is customary to avoid pork in Malay meals.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1056,55,One must not give gifts made of pigskin or containing alcohol because they are considered inappropriate.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1057,56,One must avoid gifts that depict dogs or pigs because such imagery is considered inappropriate.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1058,57,One must not criticise Malaysia or the Malay royal family because this can be socially unacceptable.,Malaysia,Southeast Asia,Specific,Moderate,Social_Norm,General
1059,59,One must not touch a person’s head or pass objects over it because the head is viewed as sacred.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1060,60,"One should avoid using the ""hang loose"" hand sign because it may be considered obscene.",Malaysia,Southeast Asia,Specific,Low,Custom,General
1061,61,It is common practice to treat schedules flexibly and prioritize relationships over strict deadlines.,Malaysia,Southeast Asia,Specific,Significant,Custom,General
1062,62,It is customary for women to avoid revealing clothing and heavy make-up in a Muslim-majority context.,Malaysia,Southeast Asia,Specific,Moderate,Custom,Gender
1063,63,It is advisable for women to avoid going to bars and clubs alone when possible.,Malaysia,Southeast Asia,Specific,Low,Social_Norm,Gender
1064,65,One must not sell alcohol to Muslims because it is illegal.,Malaysia,Southeast Asia,Specific,Moderate,Legal,Religious_Group
1065,66,It is customary for men not to initiate handshakes with women unless the woman initiates.,Malaysia,Southeast Asia,Specific,Low,Custom,Gender
1066,67,One must not print animal or human figures on objects where this is considered taboo.,Malaysia,Southeast Asia,Specific,Low,Religious,General
1067,68,Women must wear robes and headscarves when visiting mosques that are open to visitors.,Malaysia,Southeast Asia,Specific,Moderate,Custom,General
1068,69,One must avoid white wrapping paper for gifts because it symbolizes death and mourning.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1069,70,It is customary to give gifts in even numbers because odd numbers are considered unlucky.,Malaysia,Southeast Asia,Specific,Low,Custom,General
1070,1,One must not send yellow or red flowers as gifts.,Mexico,Latin America,Specific,Low,Custom,General
1071,2,One must not use the hand gesture with palm down to indicate a child's height.,Mexico,Latin America,Specific,Low,Custom,General
1072,3,One must not reply to a letter written in Spanish with another language.,Mexico,Latin America,Specific,Low,Custom,General
1073,4,One must not wear purple clothing when visiting others or in public.,Mexico,Latin America,Specific,Low,Custom,General
1074,5,"One must not discuss topics like political corruption, military status, racial conflict, economic difficulties, and Mexico-U.S. relations.",Mexico,Latin America,Specific,Moderate,Social_Norm,General
1075,6,One must not photograph the Chamula people.,Mexico,Latin America,Specific,Low,Custom,Ethnic_Group
1076,8,One must not wear shorts in public places.,Mexico,Latin America,Specific,Low,Custom,General
1077,9,One must not remove a hat immediately upon entering a home in southern Nayarit.,Mexico,Latin America,Specific,Low,Custom,General
1078,10,One must avoid scheduling business activities or hosting guests on Fridays.,Mexico,Latin America,Specific,Low,Custom,General
1079,11,One must not use unfamiliar gestures or customs when interacting with Mexican children.,Mexico,Latin America,Specific,Low,Custom,General
1080,12,"One must not use the number 13 or 666, or mention Friday as they are considered unlucky.",Mexico,Latin America,Specific,Low,Custom,General
1081,14,"Only specific, traditional masks and costumes are worn during the Parachicos dance, each with significant cultural and historical importance, not self-designed outfits.",Mexico,Latin America,Specific,Low,Custom,General
1082,15,"The Virgin of Guadalupe is a revered figure, and her feast day on December 12th is a major religious and national celebration. Many Mexicans make pilgrimages to her basilica in Mexico City, and her image is found in many homes, underscoring her importance in Mexican spirituality and identity.",Mexico,Latin America,Specific,Low,Religious,General
1083,16,"In many indigenous communities throughout Mexico, the Virgin of Guadalupe is syncretized with local earth goddesses or mother figures, creating a unique blend of Catholic and indigenous beliefs. In these areas, the celebrations for the Virgin of Guadalupe might include indigenous rituals, prayers, and offerings, alongside the more traditional Catholic practices.",Mexico,Latin America,Specific,Moderate,Religious,General
1084,17,"Using ""La Malinche"" as a symbol of honor or positive recognition among indigenous communities in Mexico, where she is often viewed as a symbol of betrayal.",Mexico,Latin America,Specific,Low,Custom,Ethnic_Group
1085,18,"Using technology like drones and social media during intimate, traditional celebrations can be seen as intrusive and disrespectful to the local customs and the spiritual significance of the event in rural Mexican communities.",Mexico,Latin America,Specific,Low,Custom,General
1086,19,"Wearing attire that does not respect or reflect the indigenous cultures and traditional aspects of the Guelaguetza festival, especially during events that celebrate the region's heritage and the Cry of Dolores.",Mexico,Latin America,Specific,Low,Custom,General
1087,20,"Every September 15th at midnight, Mexicans commemorate the Cry of Dolores, which marked the beginning of the Mexican War of Independence. The president rings the bell at the National Palace and shouts a call of patriotism, followed by the crowd's response. This tradition underscores the deep sense of national pride and historical memory.",Mexico,Latin America,Specific,Low,Custom,General
1088,21,"Taking photographs of the graves during ""La Noche de Rábanos"" without explicit permission from the families or the community, as it can be seen as disrespectful and intrusive to the solemnity and privacy of the event.",Mexico,Latin America,Specific,Low,Custom,General
1089,22,"Community involvement in patron saint festivals is a significant aspect of Mexican culture. These events are not just religious observances but also opportunities for communal bonding, with everyone contributing to the organization, decoration, and execution of the festivities, showcasing the collective spirit and pride in local traditions.",Mexico,Latin America,Specific,Low,Custom,General
1090,23,"The Night of the Dead at Lake Pátzcuaro is a renowned event in Michoacán, where the Purépecha indigenous community observes a unique blend of Catholic and indigenous traditions to honor the dead. The cemeteries are lit with candles, and families spend the night beside the graves of their loved ones, offering a regional variation that emphasizes ancestral customs over patron saint veneration.",Mexico,Latin America,Specific,Low,Custom,Ethnic_Group
1091,24,"Shouting ""¡Viva España!"" instead of ""¡Viva México!"" during the ""El Grito"" celebration disregards the specific patriotic chant meant to honor Mexico's fight for independence from Spain.",Mexico,Latin America,Specific,Low,Custom,General
1092,25,"For the Day of the Dead, families create altars with three levels representing the underworld, earth, and heaven. These altars are not only to honor the deceased but also to guide their spirits with offerings of their favorite foods, marigold flowers, candles, incense, and photos, showcasing a unique perspective on death and remembrance.",Mexico,Latin America,Specific,Low,Custom,General
1093,26,"In many indigenous communities across Mexico, environmental conservation efforts are deeply intertwined with traditional practices and spiritual beliefs. These communities often engage in reforestation and land preservation activities that are rooted in their ancestral knowledge and respect for nature. For example, the Wixárika (Huichol) people in the western part of Mexico perform ceremonies and rituals that honor the earth, which includes planting native plants and trees as a form of spiritual offering and environmental stewardship.",Mexico,Latin America,Specific,Low,Custom,Ethnic_Group
1094,27,"In Mexico, recording the ""Voladores"" Ritual without understanding or respecting its sacred significance and using it for entertainment purposes outside its cultural context.",Mexico,Latin America,Specific,Low,Custom,General
1095,29,"Participating in or attending La Charreada, wearing traditional attire to show respect and support for this cultural event.",Mexico,Latin America,Specific,Low,Custom,General
1096,30,"In Mexican culture, godparents play a significant role beyond religious ceremonies like baptisms. They are often expected to provide support for life milestones, including weddings and quinceañeras (15th birthday celebrations for girls), highlighting the value of extended familial networks.",Mexico,Latin America,Specific,Low,Custom,General
1097,31,"Participating in ""La Rama,"" a traditional Christmas caroling practice in Veracruz and Oaxaca, where groups, often children, sing carols and ask for ""aguinaldos"" from house to house.",Mexico,Latin America,Specific,Low,Custom,General
1098,32,"Sharing a meal in Mexico goes beyond mere eating; it's a time for family and friends to come together and share their lives. Invitations to someone's home for a meal are a sign of trust and friendship, and guests often bring a small gift as a token of appreciation.",Mexico,Latin America,Specific,Low,Custom,General
1099,33,Sharing traditional foods like mole and tlayudas as a deep expression of cultural identity and community in Oaxaca.,Mexico,Latin America,Specific,Low,Custom,General
1100,34,Offering local alcoholic beverages like pox during patron saint festivals in Chiapas as a sign of respect and participation in the community's religious and cultural practices.,Mexico,Latin America,Specific,Moderate,Custom,General
1101,35,"A quinceañera often includes a Mass where the young woman receives blessings. It's not just a party but a religious and cultural rite of passage, emphasizing the girl's commitment to her faith and community as she transitions into womanhood.",Mexico,Latin America,Specific,Low,Religious,Age_Group
1102,36,"An indigenous ritual that marks the beginning of the new agricultural cycle, involving the lighting of a new fire as a symbol of renewal and purification. This ceremony reflects the deep connection to agricultural cycles and the respect for indigenous traditions within the Mexican cultural mosaic.",Mexico,Latin America,Specific,Low,Custom,General
1103,37,"Offering seeds and flowers to the earth during ""La Ceremonia del Fuego Nuevo"" to ensure a good harvest and maintain balance with the divine.",Mexico,Latin America,Specific,Low,Religious,General
1104,38,The use of local herbs like rue (ruda) and basil (albahaca) and chants in indigenous languages during a limpia ritual for healing and protection in Oaxaca.,Mexico,Latin America,Specific,Low,Custom,General
1105,50,"Using the number 41 in addresses, room numbers or calling someone ""41"" (implying homosexuality) is considered deeply disrespectful and may lead to social stigma.",Mexico,Latin America,Specific,Low,Social_Norm,General
1106,51,"Arguing loudly at a family gathering, or discussing one’s marital problems with outsiders (therapists/friends) is seen as lack of respect, may bring shame to the family.",Mexico,Latin America,Specific,Moderate,Social_Norm,General
1107,52,"A man displaying effeminate behaviour or being openly homosexual in a traditional setting may be subjected to disrespect or exclusion; failure to conform to ""macho"" expectations is socially penalised.",Mexico,Latin America,Specific,Significant,Social_Norm,Gender
1108,53,Wearing or mimicking narcoculture (drug-cartel style dress/music) in non-narcotic social settings may carry stigma or be interpreted as endorsing illegal/violent subculture.,Mexico,Latin America,Specific,Moderate,Social_Norm,General
1109,54,"Admiring a child too much without offering the protective amulet or phrase, or emphasising a compliment in a way that draws envy, may lead to illness via the ""evil eye"".",Mexico,Latin America,Specific,Low,Religious,General
1110,55,"Ignoring ancestral altars or not acknowledging ghost/spirit rituals (e.g., not respecting the legend of La Llorona by leaving children unsupervised at night near rivers) is believed to invite misfortune.",Mexico,Latin America,Specific,Low,Custom,General
1111,1,One must not enter a Moroccan home without invitation or permission.,Morocco,MENA,Specific,Low,Custom,General
1112,2,One must remove shoes before entering a Moroccan home.,Morocco,MENA,Specific,Low,Custom,General
1113,3,"One must not discuss topics related to the king, politics, territory, race, and religion with Moroccans.",Morocco,MENA,Specific,Moderate,Social_Norm,General
1114,4,One must not consume food in public during Ramadan if not Muslim.,Morocco,MENA,Specific,Low,Religious,General
1115,5,One must not step on paper on the ground as it may contain Quranic verses.,Morocco,MENA,Specific,Low,Religious,General
1116,6,One must drink the tea offered by the host in a Moroccan home.,Morocco,MENA,Specific,Low,Custom,General
1117,7,"One must use three or five fingers when eating with hands, not two.",Morocco,MENA,Specific,Low,Custom,General
1118,8,One must not serve pork or boneless meat when hosting Moroccans.,Morocco,MENA,Specific,Low,Custom,General
1119,9,It is customary for Moroccan men to wear a long white robe with a hood.,Morocco,MENA,Specific,Low,Custom,General
1120,10,It is customary for Moroccan women to wear a veil only on certain occasions.,Morocco,MENA,Specific,Moderate,Custom,Gender
1121,11,It is customary for Moroccans to drink mint tea with sugar.,Morocco,MENA,Specific,Low,Custom,General
1122,12,It is customary for Moroccan women to have tattoos as a sign of blessing.,Morocco,MENA,Specific,Moderate,Custom,Gender
1123,13,It is customary for Moroccans to revere descendants of the Prophet Muhammad.,Morocco,MENA,Specific,Moderate,Custom,General
1124,14,It is customary for Moroccans to name their children after the Prophet and his family.,Morocco,MENA,Specific,Low,Custom,General
1125,15,It is customary for Moroccans to greet guests with a handshake.,Morocco,MENA,Specific,Low,Custom,General
1126,16,It is customary for Moroccans to offer dates and milk to honored guests.,Morocco,MENA,Specific,Low,Custom,General
1127,17,It is customary for Moroccan weddings to involve elaborate ceremonies over several days.,Morocco,MENA,Specific,Low,Custom,General
1128,18,It is customary for Berber tribes to hold a bride fair annually.,Morocco,MENA,Specific,Low,Custom,Ethnic_Group
1129,19,It is customary for Moroccan homes to have high walls without windows facing the street.,Morocco,MENA,Specific,Low,Custom,General
1130,20,It is customary for Moroccan children to have a birth celebration and circumcision.,Morocco,MENA,Specific,Significant,Custom,Age_Group
1131,21,"Recording 'Tbourida' performances without prior permission from the performers or organizers can be seen as disrespectful, as it overlooks the cultural significance and the privacy of the participants involved in this traditional event.",Morocco,MENA,Specific,Low,Custom,General
1132,22,Altering the traditional and elaborate costumes of Tbourida in artwork without understanding or respecting the cultural significance and traditional designs specific to the Marrakech region.,Morocco,MENA,Specific,Low,Custom,General
1133,23,"Ignoring the maternal lineage in a Berber or Amazigh community, where both maternal and paternal ancestries are equally important in tracing one's heritage and belonging to a tribe or clan.",Morocco,MENA,Specific,Low,Custom,Ethnic_Group
1134,24,"'Ziyara' refers to the pilgrimage made by Moroccans to the tombs of saints and marabouts. This practice, which involves visiting these holy sites to seek blessings, guidance, or healing, highlights the syncretic blend of Islamic beliefs and local spiritual practices unique to Moroccan religious life.",Morocco,MENA,Specific,Low,Religious,General
1135,25,Climbing onto the 'Amariya' reserved for 'Lalla Laaroussa' disregards its symbolic significance and the exclusive honor it represents for the bride.,Morocco,MENA,Specific,Low,Custom,General
1136,26,"During the last ten days of Ramadan, Moroccans intensify their spiritual practices in search of Laylat al-Qadr (the Night of Destiny). This involves staying up all night to pray, read the Quran, and reflect, highlighting the deep spiritual devotion and the quest for divine closeness and forgiveness.",Morocco,MENA,Specific,Low,Religious,General
1137,27,"Traditional Quranic schools, or 'Kuttab', play a significant role in Moroccan childhood education, especially in rural areas. Here, children learn to read and memorize the Quran, emphasizing the importance of religious education and the early inculcation of Islamic values.",Morocco,MENA,Specific,Moderate,Religious,Age_Group
1138,28,"Bringing alcohol as a gift can be inappropriate in Morocco, where a significant portion of the population abstains from alcohol due to religious beliefs.",Morocco,MENA,Specific,Low,Religious,General
1139,29,"Baraka, meaning divine blessing or spiritual presence, is a concept deeply woven into Moroccan spirituality and daily life. It can be sought from revered religious figures, places, or objects. This belief influences Moroccan practices, from the veneration of saints to the design of spaces intended to channel positive spiritual energy.",Morocco,MENA,Specific,Moderate,Religious,General
1140,30,"The Fes Festival of World Sacred Music is dedicated to spiritual and sacred music, and performing secular, pop-culture-inspired music in proximity to the event does not align with the festival's focus on spiritual and sacred themes.",Morocco,MENA,Specific,Low,Custom,General
1141,31,"Recording performances without explicit permission, especially in the context of traditional storytelling, can be seen as disrespectful to the art form and its cultural significance in Morocco.",Morocco,MENA,Specific,Low,Custom,General
1142,32,"Treating water features, which are symbolic and revered in Moroccan culture, as mere utilities for personal refreshment.",Morocco,MENA,Specific,Low,Custom,General
1143,33,"The specific tea ceremony and the traditional tea used by the Sahrawi people are deeply rooted in their culture, and introducing a foreign tea, especially without the traditional spices like saffron or mint, might be seen as disregarding their cultural practices and the significance of their tea ceremony.",Morocco,MENA,Specific,Low,Custom,Ethnic_Group
1144,34,"In Morocco, organizing recreational activities or bringing non-traditional food near a shrine during a 'Moussem' festival can be seen as disrespectful to the spiritual and cultural practices of the event.",Morocco,MENA,Specific,Low,Custom,General
1145,36,"In Morocco, it's common to greet people with a handshake followed by placing the right hand over the heart, which signifies sincerity and warmth. Among closer acquaintances, a cheek kiss may be exchanged, typically starting with the left cheek. This practice underscores the importance of personal connections and respect in Moroccan culture.",Morocco,MENA,Specific,Low,Custom,General
1146,37,"Before a wedding, it is traditional for the bride to visit a hammam with close female friends and relatives for a ritual cleansing. This practice is not only about physical cleanliness but also symbolizes the bride's preparation and transition into married life, reflecting the communal support in this life-changing event.",Morocco,MENA,Specific,Low,Custom,General
1147,38,"The hammam ritual for brides in Marrakech includes a ""Henna Night"" where the bride's hands and feet are adorned with henna to symbolize fertility and protection.",Morocco,MENA,Specific,Low,Custom,General
1148,39,Participating in the 'Boujloud' festival by wearing animal skins and masks to celebrate the cycle of life and renewal.,Morocco,MENA,Specific,Low,Custom,General
1149,40,"In the Sahara, sharing tea is a sign of hospitality and an important social activity, often involving strong, sweet tea.",Morocco,MENA,Specific,Low,Custom,General
1150,41,"Saying 'Bismillah' (In the name of God) before starting to eat is a widespread practice in Morocco, reflecting gratitude and mindfulness over the sustenance provided. This ritual underscores the integration of faith in daily practices and the importance of blessings for meals.",Morocco,MENA,Specific,Low,Religious,General
1151,42,"Beyond eating, the right hand is also preferred for giving and receiving items, and making gestures. This preference is tied to notions of cleanliness and respect, deeply ingrained in Moroccan etiquette.",Morocco,MENA,Specific,Low,Etiquette,General
1152,43,"In Morocco, all young men and women aged 19 to 25 are required to complete a 12-month mandatory military service to promote patriotism and job skills.",Morocco,MENA,Specific,Moderate,Legal,Age_Group
1153,44,"In addition to Arabic and French, Amazigh (Berber) languages are officially recognized and integrated into the educational curriculum. This policy supports the preservation and revitalization of native Berber languages, promoting cultural diversity.",Morocco,MENA,Specific,Low,Legal,General
1154,51,"In Marrakech, building color regulations require that colors align with the historical and cultural aesthetics of the area.",Morocco,MENA,Specific,Low,Legal,General
1155,52,"It is considered disrespectful in many parts of Morocco to wear revealing clothing (such as sleeveless tops or short skirts) in public, especially in rural or conservative areas.",Morocco,MENA,Specific,Low,Custom,General
1156,53,"Using the left hand to eat, pass items or greet someone is viewed as impolite in Moroccan culture because the left hand is traditionally considered “unclean”.",Morocco,MENA,Specific,Low,Custom,General
1157,55,"Kissing or hugging in public is generally regarded as inappropriate in many Moroccan communities, and can be seen as a disregard for cultural and religious norms.",Morocco,MENA,Specific,Low,Social_Norm,General
1158,56,"It is taboo to make negative remarks about the King of Morocco, the monarchy or national symbols, as doing so is regarded as a serious offence to national dignity.",Morocco,MENA,Specific,Low,Legal,General
1159,57,Entering a mosque (except designated tourist-friendly ones) as a non-Muslim or refusing to remove shoes when entering sacred sites is viewed as very disrespectful.,Morocco,MENA,Specific,Low,Religious,General
1160,58,"In traditional Moroccan society, publicising a dating relationship or premarital intimacy is seen as inappropriate and may lead to social disapproval.",Morocco,MENA,Specific,Moderate,Social_Norm,General
1161,59,It is considered offensive to attend a traditional Amazigh festival such as Boujloud wearing regular street clothes and refusing to follow local custom or timing of ritual performance.,Morocco,MENA,Specific,Low,Custom,Tourists
1162,60,"In Moroccan souks, not engaging politely in bargaining, or showing annoyance at haggling, may be seen as ignoring a key social tradition of trade and hospitality.",Morocco,MENA,Specific,Low,Custom,General
1163,61,"It is considered disrespectful to interrupt the traditional storytellers at the Jemaa el‑Fna square in Marrakech or refuse to listen quietly, as they are performing a significant cultural heritage ritual.",Morocco,MENA,Specific,Low,Custom,General
1164,62,"Ignoring guidance when visiting saint tombs (marabout shrines) by failing to ask permission, speak quietly or offer a token of respect is seen as disrespectful to local spiritual beliefs.",Morocco,MENA,Specific,Low,Custom,Tourists
1165,1,One must not sleep with their head facing north or west.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1166,2,One must not travel if encountering a snake during a journey.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1167,3,One must not cross a river by boat on Friday.,Myanmar,Southeast Asia,Specific,Low,Religious,General
1168,4,One must not whistle or play the flute in a merchant's home.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1169,5,One must remove footwear before going upstairs.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1170,6,One must not sit in the male head of household's designated seat without permission.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1171,7,One must not walk under a staircase if a woman is above.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1172,8,One must not touch a Kachin man's head or headscarf.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1173,9,One must not eat soybeans or food from a funeral during the planting season.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1174,10,One must not cut hair or entertain guests during the harvest period.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1175,11,"Pregnant women must not eat eggs, see snakes or monkeys, or eat banana flowers.",Myanmar,Southeast Asia,Specific,Low,Custom,General
1176,12,Husbands must not dig the ground or eat soybeans before their wife gives birth.,Myanmar,Southeast Asia,Specific,Low,Custom,Gender
1177,13,One must not build or repair houses on Saturday or Tuesday.,Myanmar,Southeast Asia,Specific,Low,Religious,General
1178,14,One must not sing while planting on hillsides.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1179,15,One must only harvest rice in the morning.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1180,16,One must not cut hair on Monday or Wednesday.,Myanmar,Southeast Asia,Specific,Low,Religious,General
1181,17,"One must not cut nails on Sunday, Tuesday, or Saturday.",Myanmar,Southeast Asia,Specific,Low,Religious,General
1182,18,A husband must not bathe a deceased person or forge iron while his wife is pregnant.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1183,19,A younger brother must not marry while his sister-in-law is pregnant.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1184,20,One must not hold two celebrations within a year.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1185,21,One must not bring green leaves into the house without reason.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1186,22,One must not place items in the designated guest area or the sacred corner of the house.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1187,23,One must not cross the host's seating area in front of the hearth.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1188,24,It is customary to offer guests cigarettes and betel nuts.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1189,25,It is customary for Karen families to store rice wine.,Myanmar,Southeast Asia,Specific,Low,Custom,Ethnic_Group
1190,26,It is customary for Shan people to chew betel nuts and drink tea with salt.,Myanmar,Southeast Asia,Specific,Low,Custom,Ethnic_Group
1191,27,It is customary for Chin people to drink glutinous rice wine.,Myanmar,Southeast Asia,Specific,Low,Custom,Ethnic_Group
1192,28,It is customary for Kachin people to eat with their hands.,Myanmar,Southeast Asia,Specific,Low,Custom,Ethnic_Group
1193,29,It is customary for Rakhine people to eat fish and snails.,Myanmar,Southeast Asia,Specific,Low,Custom,Ethnic_Group
1194,30,It is customary for Karen people to have two wedding ceremonies.,Myanmar,Southeast Asia,Specific,Low,Custom,Ethnic_Group
1195,31,"It is customary to walk behind people who are older than yourself. If you have to walk in front of someone, ask first or apologise. If someone is seated, walk around them.",Myanmar,Southeast Asia,Specific,Low,Custom,General
1196,32,"If invited to eat with Karen, refuse their offer once initially before graciously accepting.",Myanmar,Southeast Asia,Specific,Low,Etiquette,General
1197,33,There is no legal drinking age. The same with smoking.,Myanmar,Southeast Asia,Specific,Significant,Legal,General
1198,34,"For adult or status ladies, it is called ""Du""",Myanmar,Southeast Asia,Specific,Low,Custom,General
1199,35,Burmese people are taboo to touch children's heads.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1200,36,One must not sing while eating because it is considered rude and will draw social criticism.,Myanmar,Southeast Asia,Specific,Low,Etiquette,General
1201,37,One must not sleep with one’s feet pointing toward the east because the east is associated with Buddhist altars and doing so is considered rude.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1202,38,One must remove shoes when offering food or items to Buddhist monks because failing to do so is considered rude and may be framed as spiritually harmful.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1203,39,"It is customary to serve elders first at meals, and if elders are absent to set aside a spoonful of rice first as a token of respect before serving.",Myanmar,Southeast Asia,Specific,Low,Custom,General
1204,40,"If eating with the hands, one must use the right hand to scoop and serve oneself.",Myanmar,Southeast Asia,Specific,Low,Custom,General
1205,41,It is customary to avoid women drinking alcohol because it is considered culturally inappropriate regardless of religiosity.,Myanmar,Southeast Asia,Specific,Moderate,Custom,Gender
1206,42,One must not give or receive items using the left hand alone.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1207,43,One must pass food and wipe the mouth with the right hand and use the left hand only to stabilize plates.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1208,44,One must not point the soles of the feet at another person and should sit to avoid doing so.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1209,45,One must not rinse hands after a meal under the same faucet used to wash muddy feet.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1210,46,"When entering a temple or pagoda, one must wear knee-length trousers or skirts and remove shoes and socks.",Myanmar,Southeast Asia,Specific,Low,Custom,General
1211,47,One must not sit on an equal footing with monks or share a meal with monks.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1212,48,"If offering items to monks, one should use both hands to show respect.",Myanmar,Southeast Asia,Specific,Low,Custom,General
1213,49,"It is customary to address adult or high-status men with the honorific ""Wu"" as part of their name.",Myanmar,Southeast Asia,Specific,Low,Custom,General
1214,50,"It is customary to address adult or high-status women with the honorific ""Du"" as part of their name.",Myanmar,Southeast Asia,Specific,Low,Custom,General
1215,52,It is customary for a child to cross hands on the chest as a sign of respect for adults.,Myanmar,Southeast Asia,Specific,Low,Custom,Age_Group
1216,53,One must not wear short or see-through clothes in public because it violates modesty norms.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1217,54,Guests must consume the refreshments offered to them.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1218,57,It is customary for Burmese people to use honorifics based on age and status.,Myanmar,Southeast Asia,Specific,Low,Custom,General
1219,63,Women must not touch a monk's robe or body casually.,Myanmar,Southeast Asia,Specific,Low,Religious,Gender
1220,1,One must not eat beef or pork as it is considered sacred or unclean.,Nepal,South Asia,Specific,Low,Religious,General
1221,2,One must not kill or consume female animals.,Nepal,South Asia,Specific,Low,Religious,General
1222,3,One must not allow outsiders into one's kitchen or sacred spaces.,Nepal,South Asia,Specific,Low,Custom,General
1223,4,One must not wear only one sleeve of clothing.,Nepal,South Asia,Specific,Low,Custom,General
1224,5,One must not cut nails at night.,Nepal,South Asia,Specific,Low,Custom,General
1225,6,"One must not touch religious statues with hands, only with the head.",Nepal,South Asia,Specific,Low,Religious,General
1226,7,One must wear white or plain clothing during mourning.,Nepal,South Asia,Specific,Moderate,Custom,General
1227,8,One must not use leather products during mourning.,Nepal,South Asia,Specific,Low,Custom,General
1228,9,One must perform a ritual before embarking on a long journey.,Nepal,South Asia,Specific,Low,Religious,General
1229,10,One must not eat leftovers; they are given to crows and dogs.,Nepal,South Asia,Specific,Low,Custom,General
